create table stg_pageviews_hourly (webserver string,,abmarkers         string,,apachecookie      string,,cdstrack          string,,clienttype        string,,cmsdisp           string,,cmswin            string,,contentid         string,,detailid          string,,externalreferral  string,,geoid             string,,ipaddress         string,,landingpage       string,,landingpageref    string,,lastreferrer      string,,locale            string,,lt                string,,marketingcampaign string,,memberissignedin  string,,newsletterid      string,,pageaction        string,,pagepropertiesalizer string,,partner              string,,pool                 string,,productattr          string,,productid            string,,referringpage        string,,requestfinished      string,,requeststarted       string,,sequenceid           string,,servletname          string,,servlettime          string,,sessionid            string,,showcompop           string,,showippop            string,,shownewspop          string,,subscriberid         string,,tapersistentcookie   string,,url                  string,,useragent            string,,userlocationid       string,,cc_affiliatecreative string,,cc_affiliateid       string,,cc_affiliateprogramtype string,,cc_area                 string,,cc_clicktype            string,,cc_commercebucketid     string,,cc_commercesiloid       string,,cc_contentid            string,,cc_cpc                  string,,cc_destairport          string,,cc_firstpage            string,,cc_impcount             string,,cc_ismatch              string,,cc_locationid           string,,cc_nexthighestcpc       string,,cc_offerorderingstrat   string,,cc_origairport          string,,cc_provider             string,,cc_query                string,,cc_referringpage        string,,cc_slot                 string,,cc_supplierdirect       string,,cc_trackingcode         string,,iscrawler               string,,isinternalip            string,,commimp                 string,,commairimp              string,,facebookid              string,,blimp                   string,,segmentreporting        string,,producttype             string,,deviceclass             string,,javascriptexecuted      string,,is_fraud                boolean,,metahacimp              string,,uid                     string,,cc_revshare             string,,cc_effectivecpc         string,,cc_minimumcpc           string,,ds                      string,,hh                      string)
2012-01-15-07_web50a_338468,web50a,0|1080|1082|1084|1086|1108,92.12.124.137.92575035,NULL,DesktopWebsite,NULL,NULL,32690006,652757,NULL,187439,92.12.124.137,/LangRedirect?pool=X&returnTo=%2F&auto=3,NULL,NULL,en_UK,red,NULL,NULL,NULL,NULL,NULL,NONE,X,N/A,NULL,NULL,2012-01-1507:00:01.864,2012-01-1507:00:01.86,18,Redirect,4,74F798A68893E00A8701D00E1C762944,NULL,0,NULL,NULL,web27a.92.12.124.137.134E1391F7B,/Commerce?nt=1&bucket=1721&from=ExitWindowEnhanced_UNLOAD&ExitWindowProvider=Expedia&matchID=1&area=BOT&src=32690006&geo=652757&ttype=ExitWindow&silo=905&p=Expedia&oos=0,Mozilla/4.0(compatible;MSIE8.0;WindowsNT5.1;Trident/4.0;SkyBroadband;GTB7.2;.NETCLR1.1.4322;.NETCLR2.0.50727;.NETCLR3.0.4506.2152;.NETCLR3.5.30729;.NET4.0C),186338,N/A,N/A,N/A,BOT,ExitWindow,1721,905,32690006,5,NULL,/LangRedirect?pool=X&returnTo=%2F&auto=3,NULL,true,652757,1,0,NULL,Expedia,NULL,ExitWindowEnhanced_UNLOAD,NULL,NULL,NULL,n,n,NULL,NULL,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012-01-15,07
